location_id,location_name,location_district,facility_code,facility_name,facility_district,similarity_score
443,Mpasa Health Centre,Phalombe,PH220993,Mpasa Health Centre,Phalombe,1.0
444,Mpata Health Centre,Karonga,KA150995,Mpata Health Centre,Karonga,1.0
445,Mpemba Health Centre,Blantyre,BT240998,Mpemba Health Centre,Blantyre,1.0
446,Mphathi Health Centre,Dedza,DE031001,Mphathi Health Centre,Dedza,1.0
1119,Mphelero Health Centre,Mchinji,MC011909,Mphelero Health Centre,Mchinji,1.0
447,Mphepozinai Dispensary,Ntcheu,NT121003,Mphepozinayi Dispensary,Ntcheu,0.9782608695652174
809,Mphompha Health Centre,Rumphi,RU141007,Mphompha Health Centre,Rumphi,1.0
451,Mphunzi Health Centre,Dedza,DE031008,Mphunzi Health Centre,Dedza,1.0
955,Mpingo Maternity,Blantyre,BT241009,Mpingo Maternity,Blantyre,1.0
452,Mpiri Health Centre,Machinga,MC191010,Mpiri Health Centre,Machinga,1.0
453,Mpondas Health Centre,Mangochi,MG201012,Mpondasi Health Centre,Mangochi,0.9772727272727273
454,Mponela Rural Hospital,Dowa,DA021013,Mponela Rural Hospital,Dowa,1.0
455,Mposa Health Centre,Machinga,MC191014,Mposa Health Centre,Machinga,1.0
456,Msakambewa Health Centre,Dowa,DA021015,Msakambewa Health Centre,Dowa,1.0
895,Msambe Health Centre,Neno,NE291214,Nsambe Health Centre,Neno,0.975
457,Msenjere Health Centre,Nkhotakota,NK101018,Msenjere Health Centre,Nkhotakota,1.0
459,Mtakataka Health Centre,Dedza,DE031023,Mtakataka Health Centre,Dedza,1.0
461,Mtendere Health Centre,Dedza,DE031030,Mtendere Health Centre,Dedza,1.0
938,Mtengoumodzi Private Hospital,Blantyre,BT241032,Mtengoumodzi Private Hospital,Blantyre,1.0
1030,Mtengowanthenga Dream Project,Dowa,DA021033,Mtengowanthenga Dream Project,Dowa,1.0
463,Mtenthera Health Centre,Lilongwe,LL041034,Mtenthela Health Centre,Lilongwe,0.9782608695652174
464,Mtimabii Health Centre,Mangochi,MG201036,Mtimabi Health Centre,Mangochi,0.9772727272727273
465,Mtonda Health Centre,Ntcheu,NT121037,Mtonda Health Centre,Ntcheu,1.0
466,Mtosa Health Centre,Nkhotakota,NK101038,Mtosa Health Centre,Nkhotakota,1.0
467,Mtunthama Health Centre,Kasungu,KU071039,Mtunthama Health Centre,Kasungu,1.0
471,Mulanje District Hospital,Mulanje,MU211045,Mulanje District Hospital,Mulanje,1.0
474,Mulanje Mission Hospital,Mulanje,MU211046,Mulanje Mission Hospital,Mulanje,1.0
476,Mulomba Health Centre,Mulanje,MU211048,Mulomba Health Centre,Mulanje,1.0
477,Muloza Health Centre,Mulanje,MU211049,Muloza Heath Centre,Mulanje,0.975
944,Mwachira Private Clinic,Blantyre,BT241062,Mwachira Private Clinic,Blantyre,1.0
709,Mwaiwathu Private Hospital,Blantyre,BT241067,Mwaiwathu Private Hospital,Blantyre,1.0
483,Mwangala Health Centre,Dowa,DA021075,Mwangala Health Centre,Dowa,1.0
484,Mwansambo Health Centre,Nkhotakota,NK101077,Mwansambo Health Centre,Nkhotakota,1.0
908,Mwanza Clinic Area 3,Chikwawa,CK271080,Mwanza Clinic Area 3,Chikwawa,1.0
486,Mwanza District Hospital,Mwanza,MW281081,Mwanza District Hospital,Mwanza,1.0
489,Mwazisi Health Centre,Rumphi,RU141087,Mwazisi Health Centre,Rumphi,1.0
492,Mzandu Health Centre,Ntchisi,NT081093,Mzandu Health Centre,Ntchisi,1.0
493,Mzenga Health Centre,Nkhata Bay,KB051094,Mzenga Health Centre,Nkhata Bay,1.0
498,Mzokoto Health Centre,Rumphi,RU141097,Mzokoto Health Centre,Rumphi,1.0
994,Naisi Health Centre,Zomba,ZA231106,Naisi Health Centre,Zomba,1.0
501,Nakalanzi Health Centre,Dedza,DE031107,Nakalanzi Health Centre,Dedza,1.0
503,Namadzi Health Centre,Chiradzulu,CR261110,Namadzi Health Centre,Chiradzulu,1.0
504,Namalaka Health Centre,Mangochi,MG201113,Namalaka Health Centre,Mangochi,1.0
505,Namandanje Health Centre,Machinga,MC191115,Namandanje Health Centre,Machinga,1.0
506,Namanja Health Centre,Machinga,MC191116,Namanja Health Centre,Machinga,1.0
507,Namanolo Health Centre,Balaka,BK171117,Namanolo Health Centre,Balaka,1.0
511,Nambuma Health Centre,Lilongwe,LL041124,Nambuma Health Centre,Lilongwe,1.0
970,Namdumbo Health Centre,Balaka,BK171125,Nandumbo Health Centre,Balaka,0.9772727272727273
513,Namikoko Health Centre,Blantyre,BT241127,Namikoko Health Centre,Blantyre,1.0
921,Naming'omba Health Centre,Thyolo,TH311128,Naming'omba Health Centre,Thyolo,1.0
514,Namisu Dispensary,Ntcheu,NT121129,Namisu Dispensary,Ntcheu,1.0
515,Namitambo Health Centre,Chiradzulu,CR261130,Namitambo Health Centre,Chiradzulu,1.0
517,Namphungo Health Centre,Mulanje,MU211132,Namphungo Health Centre,Mulanje,1.0
518,Namulenga Health Centre,Mulanje,MU211133,Namulenga Health centre,Mulanje,1.0
519,Namwera Health Centre,Mangochi,MG201134,Namwera Health Centre,Mangochi,1.0
520,Nancholi Dispensary,Mangochi,MG201136,Nancholi Dispensary,Mangochi,1.0
1069,Nancholi Youth Organisation Clinic,Blantyre,BT241572,Nancholi Youth Organisation Clinic,Blantyre,1.0
521,Nangalamu Health Centre,Mangochi,MG201137,Nangalamu Health Centre,Mangochi,1.0
522,Nankhwali Health Centre,Mangochi,MG201138,Nankhwali Health Centre,Mangochi,1.0
523,Nankumba Health Centre,Mangochi,MG201139,Nankumba Health Centre,Mangochi,1.0
1087,Naperi DIC,Blantyre,BT241821,Naperi DIC,Blantyre,1.0
524,Naphimba Health Centre,Mulanje,MU211143,Naphimba Health Centre,Mulanje,1.0
525,Nasawa Health Centre,Zomba,ZA231140,Nasawa Health Centre,Zomba,1.0
526,Nathenje Health Centre,Lilongwe,LL041146,Nathenje Health Centre,Lilongwe,1.0
527,Nayinunje Health Centre,Machinga,MC191148,Nayinunje Health Centre,Machinga,1.0
528,Nayuchi Health Centre,Machinga,MC191149,Nayuchi Health Centre,Machinga,1.0
911,Ndakwera Health Centre,Chikwawa,CK271152,Ndakwera Health Centre,Chikwawa,1.0
530,Ndamera Health Centre,Nsanje,NS301153,Ndamera Health Centre,Nsanje,1.0
531,Ndaula Health Centre,Lilongwe,LL041155,Ndaula Health Centre,Lilongwe,1.0
534,Ndunde Health Centre,Chiradzulu,CR261159,Ndunde Health Centre,Chiradzulu,1.0
535,Neno District Hospital,Neno,NE291160,Neno District Hospital,Neno,1.0
536,Neno Parish Health Centre,Neno,NE291161,Neno Parish Health Centre,Neno,1.0
814,Ng'onga Health Centre,Rumphi,RU141165,Ng'onga Health Centre,Rumphi,1.0
539,Ngabu Rural Hospital,Chikwawa,CK271167,Ngabu Rural Hospital,Chikwawa,1.0
540,Ngala Health Centre,Nkhotakota,NK101169,Ngala Health Centre,Nkhotakota,1.0
541,Ngana Health Centre,Karonga,KA151171,Ngana Health Centre,Karonga,1.0
543,Ngodzi Health Centre,Salima,SA091176,Ngodzi Health Centre,Salima,1.0
544,Ngokwe Health Centre,Machinga,MC191177,Ngokwe Health Centre,Machinga,1.0
545,Ngoni Health Centre,Lilongwe,LL041179,Ngoni Health Centre,Lilongwe,1.0
547,Ngwelero Health Centre,Zomba,ZA231182,Ngwelero Health Centre,Zomba,1.0
549,Nkalo Health Centre,Chiradzulu,CR261188,Nkalo Health Centre,Chiradzulu,1.0
550,Nkasala Health Centre,Zomba,ZA231189,Nkasala Health Centre,Zomba,1.0
849,Nkhalango Clinic,Lilongwe,LL041190,Nkhalango Clinic,Lilongwe,1.0
552,Nkhande Dispensary,Nsanje,NS301192,Nkhande Dispensary,Nsanje,1.0
554,Nkhata Bay District Hospital,Nkhata Bay,KB051193,Nkhata Bay District Hospital,Nkhata Bay,1.0
807,Nkhatabay Private Clinic,Nkhata Bay,KB051194,Nkhata Bay Private Clinic,Nkhata Bay,0.98
561,Nkhotakota District Hospital,Nkhotakota,NK101202,Nkhotakota District Hospital,Nkhotakota,1.0
561,Nkhotakota District Hospital,Nkhotakota,NK101784,Nkhotakota District Hospital,Nkhotakota,1.0
565,Nkhunga Health Centre,Nkhotakota,NK101204,Nkhunga Health Centre,Nkhotakota,1.0
566,Nkhuyukuyu Health Centre,Mzimba,MZ161205,Khuyukuyu Health Centre,Mzimba,0.9791666666666667
567,Nkhwazi Health Centre,Mchinji,MC011206,Nkhwazi Health Centre,Mchinji,1.0
902,Nkombedzi Health Centre,Chikwawa,CK271207,Nkombedzi Health Centre,Chikwawa,1.0
568,Nkope Health Centre,Mangochi,MG201208,Nkope Health Centre,Mangochi,1.0
569,Nkula Health Centre,Neno,NE291209,Nkula Health Centre,Neno,1.0
913,Nsabwe Health Centre,Thyolo,TH311212,Nsabwe Health Centre,Thyolo,1.0
572,Nsanama Health Centre,Machinga,MC191215,Nsanama Health Centre,Machinga,1.0
574,Nsanje District Hospital,Nsanje,NS301216,Nsanje District Hospital,Nsanje,1.0
579,Nsiyaludzu Health Centre,Ntcheu,NT121219,Nsiyaludzu Health Centre,Ntcheu,1.0
1095,Ntaja DIC,Machinga,MC191856,Ntaja DIC,Machinga,1.0
580,Ntaja Health Centre,Machinga,MC191222,Ntaja Health Centre,Machinga,1.0
582,Ntcheu District Hospital,Ntcheu,NT121225,Ntcheu District Hospital,Ntcheu,1.0
586,Ntchisi District Hospital,Ntchisi,NT081226,Ntchisi District Hospital,Ntchisi,1.0
589,Nthalire Health Centre,Chitipa,CP061228,Nthalire Health Centre,Chitipa,1.0
1004,Ntholowa Health Centre,Machinga,MC191234,Nthorowa Health Centre,Machinga,0.9772727272727273
593,Nthungwa Health Centre,Nkhata Bay,KB051235,Nthungwa Health Centre,Nkhata Bay,1.0
850,Nyamanda Private Clinic,Lilongwe,LL041236,Nyamanda Private Clinic,Lilongwe,1.0
1097,Nyambadwe DIC,Blantyre,BT241557,Nyambadwe DIC,Blantyre,1.0
1097,Nyambadwe DIC,Blantyre,BT241558,Nyambadwe DIC,Blantyre,1.0
594,Nyambi Health Centre,Machinga,MC191238,Nyambi Health Centre,Machinga,1.0
595,Nyamithuthu Health Centre,Nsanje,NS301240,Nyamithuthu Health Centre,Nsanje,1.0
596,Nyungwe Health Centre,Karonga,KA151246,Nyungwe Health Centre,Karonga,1.0
609,PIM Health Centre,Chiradzulu,CR261281,PIM Health Centre,Chiradzulu,1.0
935,Pace Clinic,Blantyre,BT241290,PACE Clinic,Blantyre,1.0
1100,Phalombe District Hospital,Phalombe,PH221549,Phalombe District Hospital,Phalombe,1.0
605,Phalula Health Centre,Balaka,BK171264,Phalula Health Centre,Balaka,1.0
1122,Phanga Dispensary,Ntcheu,NT121265,Phanga Dispensary,Ntcheu,1.0
606,Phimbi Health Centre,Balaka,BK171269,Phimbi Health Centre,Balaka,1.0
607,Phirilongwe Health Centre,Mangochi,MG201272,Phirilongwe Health Centre,Mangochi,1.0
898,Phokera Health Centre,Nsanje,NS301274,Phokera Health Centre,Nsanje,1.0
614,Queen Elizabeth Central Hospital,Blantyre,BT241293,Queen Elizabeth Central Hospital,Blantyre,1.0
618,Rumphi District Hospital,Rumphi,RU141302,Rumphi District Hospital,Rumphi,1.0
979,Ruo Dispensary,Mulanje,MU211540,Ruo Dispensary,Mulanje,1.0
995,Sadzi Health Centre,Zomba,ZA231305,Sadzi Health Centre,Zomba,1.0
622,Salima District Hospital,Salima,SA091312,Salima District Hospital,Salima,1.0
915,Sambankhanga Health Centre,Thyolo,TH311315,Sambankhanga Health Centre,Thyolo,1.0
625,Sangilo Health Centre,Karonga,KA151317,Sangiro Health centre,Karonga,0.9761904761904762
626,Sankhulani Health Centre,Nsanje,NS301319,Sankhulani Health Centre,Nsanje,1.0
627,Santhe Health Centre,Kasungu,KU071320,Santhe Health Centre,Kasungu,1.0
629,Senzani Health Centre,Ntcheu,NT121327,Senzani Health Centre,Ntcheu,1.0
888,Sharpe Valley Health Centre,Ntcheu,NT121329,Sharpe Valley Health Centre,Ntcheu,1.0
631,Simlemba Health Centre,Kasungu,KU071332,Simlemba Health Centre,Kasungu,1.0
635,Soche Maternity,Blantyre,BT241336,Soche Maternity,Blantyre,1.0
1016,Somba Health Centre,Mangochi,MG201342,Somba Health Centre,Mangochi,1.0
636,Sorgin Health Centre,Nsanje,NS301343,Sorgin Health Centre,Nsanje,1.0
650,St Montfort Hospital,Chikwawa,CK271356,St Montfort Hospital,Chikwawa,1.0
1074,St. Augustine Health Centre,Kasungu,KU071542,St Augustine Health Centre,Kasungu,0.9814814814814815
852,Tachira Private Clinic,Lilongwe,LL041392,Tachira Private Clinic,Lilongwe,1.0
658,Tembwe Health Centre,Mchinji,MC011397,Tembwe Health Centre,Mchinji,1.0
659,Tengani Health Centre,Nsanje,NS301399,Tengani Health Centre,Nsanje,1.0
660,Thambani Health Centre,Mwanza,MW281401,Thambani Health Centre,Mwanza,1.0
661,Thavite Health Centre,Salima,SA091404,Thavite Health Centre,Salima,1.0
839,The Clinic,Lilongwe,LL041406,The Clinic,Lilongwe,1.0
662,Thekerani Rural Hospital,Thyolo,TH311410,Thekerani Rural Hospital,Thyolo,1.0
664,Thomasi Health Centre,Thyolo,TH311415,Thomasi Health Centre,Thyolo,1.0
665,Thondwe Dispensary,Zomba,ZA231416,Thondwe Dispensary,Zomba,1.0
666,Thonje Health Centre,Dowa,DA021418,Thonje Health Centre,Dowa,1.0
667,Thuchila Health Centre,Mulanje,MU211422,Thuchila Health Centre,Mulanje,1.0
800,Thumbwe Health Centre,Chiradzulu,CR261424,Thumbwe Health Centre,Chiradzulu,1.0
920,Thunga Health Centre,Thyolo,TH311426,Thunga Health Centre,Thyolo,1.0
670,Thyolo District Hospital,Thyolo,TH311428,Thyolo District Hospital,Thyolo,1.0
674,Tsangano Health Centre,Ntcheu,NT121444,Tsangano Health Centre,Ntcheu,1.0
676,Tulonkhondo Health Centre,Mwanza,MW281448,Tulonkhondo Health Centre,Mwanza,1.0
677,Ukwe Health Centre,Lilongwe,LL041451,Ukwe Health Centre,Lilongwe,1.0
678,Ulongwe Health Centre,Balaka,BK171454,Ulongwe Health Centre,Balaka,1.0
837,Umoyo Private Clinic,Lilongwe,LL041547,Umoyo Private Clinic,Lilongwe,1.0
837,Umoyo Private Clinic,Lilongwe,LL041548,Umoyo Private Clinic,Lilongwe,1.0
679,Usisya Health Centre,Nkhata Bay,KB051466,Usisya Health Centre,Nkhata Bay,1.0
680,Utale 1 Health Centre,Balaka,BK171467,Utale 1 Health Centre,Balaka,1.0
681,Utale 2 Health Centre,Balaka,BK171468,Utale 2 Health Centre,Balaka,1.0
683,Wenya Health Centre,Chitipa,CP061485,Wenya Health Centre,Chitipa,1.0
684,Wiliro Health Centre,Karonga,KA151489,Wiliro Health Centre,Karonga,1.0
685,Wimbe Health Centre,Kasungu,KU071490,Wimbe Health Centre,Kasungu,1.0
923,Zoa Health Centre,Thyolo,TH311506,Zoa Health Centre,Thyolo,1.0
689,Zomba Central Hospital,Zomba,ZA231509,Zomba Central Hospital,Zomba,1.0
695,Zomba Central Prison Clinic,Zomba,ZA231510,Zomba Central Prison Clinic,Zomba,1.0
694,Zomba Mental Hospital,Zomba,ZA231513,Zomba Mental Hospital,Zomba,1.0
